soil_moisture,rainfall_24h,rainfall_48h,slope_degree,elevation,historical_count,landslide_occurred,state,district,lat,lon
29.6,53.9,67.7,10.5,240.0,0,0,Synthetic,Safe zone,25.194108509009745,90.81778777302381
34.8,20.3,30.1,23.6,772.0,3,0,Arunachal Pradesh,Tawang,27.586,91.88
45.7,61.4,98.2,17.3,1340.0,0,0,Synthetic,Safe zone,27.543041232778208,93.74870892684574
38.4,10.3,11.4,14.5,767.0,0,0,Synthetic,Safe zone,25.036811939314862,92.40900410774819
42.1,59.4,68.5,9.5,1200.0,1,0,Mizoram,Lunglei,22.9,92.75
53.9,69.7,107.0,22.8,506.0,0,0,Synthetic,Safe zone,25.00830817004688,90.60851062892331
44.3,66.0,84.0,16.1,480.0,0,0,Synthetic,Safe zone,23.848999868863537,90.17111317891194
22.3,66.7,86.8,21.7,1038.0,2,0,Manipur,Churachandpur,24.3322,93.6825
27.7,16.4,24.7,10.3,1374.0,0,0,Synthetic,Safe zone,23.700277023447452,93.06625168672682
52.6,20.3,25.1,24.3,434.0,0,0,Synthetic,Safe zone,25.14978524950024,91.5950935594542
30.1,55.4,82.4,12.6,1261.0,2,0,Meghalaya,East Khasi Hills,25.2838,91.7344
28.5,5.3,7.3,24.9,106.0,0,0,Synthetic,Safe zone,24.039990368542302,92.11348785492251
52.4,10.8,14.0,19.9,589.0,0,0,Synthetic,Safe zone,23.944182102378196,90.17297496437952
36.4,36.2,55.4,17.8,1051.0,2,0,Meghalaya,East Khasi Hills,25.5788,91.8933
59.3,31.8,41.4,23.5,407.0,0,0,Synthetic,Safe zone,26.649076231514332,93.5274388293088
23.9,35.4,42.5,8.7,723.0,0,0,Synthetic,Safe zone,24.447148537540325,93.77636268575523
56.3,57.2,70.5,10.5,419.0,1,0,Assam,Karbi Anglong,26.1,93.2
25.4,66.3,86.3,9.5,1278.0,0,0,Synthetic,Safe zone,24.99597651328895,89.210700866658
26.5,46.6,69.4,9.2,1380.0,0,0,Synthetic,Safe zone,27.254985600260824,94.09028452436648
29.1,8.3,12.7,11.1,947.0,2,0,Sikkim,Namchi,27.1684,88.551
50.4,13.3,19.9,23.8,1106.0,0,0,Synthetic,Safe zone,25.206113742402792,94.26006883251021
41.1,53.4,80.7,20.0,467.0,0,0,Synthetic,Safe zone,23.589219504529154,90.43003117617236
40.1,37.8,52.7,12.9,1191.0,3,0,Arunachal Pradesh,Tawang,27.586,91.88
56.5,21.0,30.9,18.6,808.0,0,0,Synthetic,Safe zone,23.9426511693708,93.77139355149626
58.4,51.9,80.9,24.7,560.0,0,0,Synthetic,Safe zone,26.191117764631684,91.84359642582847
59.5,11.1,14.5,22.5,462.0,1,0,Mizoram,Lunglei,22.9,92.75
51.5,29.9,47.5,22.7,487.0,0,0,Synthetic,Safe zone,26.850965567689276,91.02113926299961
44.3,47.8,72.4,5.5,369.0,0,0,Synthetic,Safe zone,26.559589052942894,92.38113942181722
39.8,8.6,10.9,22.3,95.0,2,0,Manipur,Churachandpur,24.3322,93.6825
35.9,66.4,74.8,20.0,424.0,0,0,Synthetic,Safe zone,27.333044160768363,93.47640787375619
55.4,19.0,26.0,20.6,406.0,0,0,Synthetic,Safe zone,24.153731526336085,89.16309280098551
58.3,51.2,72.5,19.9,821.0,2,0,Meghalaya,East Khasi Hills,25.2838,91.7344
39.0,34.2,48.6,9.0,1338.0,0,0,Synthetic,Safe zone,27.058761856096325,91.0973816687122
43.1,14.2,22.5,23.1,1387.0,0,0,Synthetic,Safe zone,24.66081523851726,90.01480824429713
28.5,10.9,12.6,6.4,1485.0,2,0,Meghalaya,East Khasi Hills,25.5788,91.8933
23.0,13.6,20.6,16.6,1173.0,0,0,Synthetic,Safe zone,26.154560038863274,94.29305042197369
45.5,38.9,56.7,13.9,552.0,0,0,Synthetic,Safe zone,25.338262262251064,90.01828463059137
51.9,21.9,25.8,9.9,1271.0,1,0,Assam,Karbi Anglong,26.1,93.2
33.2,49.6,75.8,6.6,1159.0,0,0,Synthetic,Safe zone,24.53832733189515,90.29973418510426
47.6,64.1,80.0,16.4,470.0,0,0,Synthetic,Safe zone,25.77142792863214,92.73117218392605
44.4,45.5,53.2,18.9,1028.0,2,0,Sikkim,Namchi,27.1684,88.551
47.3,9.8,13.0,13.2,176.0,0,0,Synthetic,Safe zone,24.111839639484053,91.64577579078822
49.7,20.4,30.9,15.9,1153.0,0,0,Synthetic,Safe zone,25.362779916684286,91.99516535253333
44.8,65.3,87.9,15.6,923.0,3,0,Arunachal Pradesh,Tawang,27.586,91.88
49.5,9.7,13.1,14.6,1386.0,0,0,Synthetic,Safe zone,25.467532902181706,91.80992320816598
58.5,34.3,40.8,9.3,188.0,0,0,Synthetic,Safe zone,23.00284064629472,91.59167396600289
50.8,52.7,58.8,16.4,274.0,1,0,Mizoram,Lunglei,22.9,92.75
57.6,15.9,22.4,11.5,980.0,0,0,Synthetic,Safe zone,25.061292982320374,93.55785831383837
29.2,63.9,86.2,20.1,1282.0,0,0,Synthetic,Safe zone,27.994143054774025,90.34367399356375
31.5,21.3,26.2,16.6,1491.0,2,0,Manipur,Churachandpur,24.3322,93.6825
59.6,39.2,55.7,22.2,1403.0,0,0,Synthetic,Safe zone,24.01930313664772,92.17125037365471
53.3,24.7,32.6,24.7,1478.0,0,0,Synthetic,Safe zone,27.53053405382591,93.79069006896835
30.8,25.9,35.5,16.2,783.0,2,0,Meghalaya,East Khasi Hills,25.2838,91.7344
45.5,31.5,46.5,11.7,529.0,0,0,Synthetic,Safe zone,23.636129809459142,90.13227326017352
54.0,34.0,41.3,20.2,853.0,0,0,Synthetic,Safe zone,23.10578005711647,90.8981687440203
27.1,47.6,58.9,6.3,130.0,2,0,Meghalaya,East Khasi Hills,25.5788,91.8933
43.3,6.4,9.8,8.1,930.0,0,0,Synthetic,Safe zone,25.22344014005373,91.65710912739141
22.9,57.2,88.4,5.2,309.0,0,0,Synthetic,Safe zone,27.519520943977394,92.29696167680035
26.0,18.2,26.0,19.5,919.0,1,0,Assam,Karbi Anglong,26.1,93.2
58.1,37.1,46.4,14.5,572.0,0,0,Synthetic,Safe zone,24.12207946337343,89.27577949604084
34.1,51.2,56.8,13.8,984.0,0,0,Synthetic,Safe zone,26.052020545871535,93.6598906153323
52.4,51.3,59.0,14.5,925.0,2,0,Sikkim,Namchi,27.1684,88.551
29.8,7.8,9.4,14.1,650.0,0,0,Synthetic,Safe zone,23.88333490663581,93.94649325610095
57.0,18.1,28.3,5.4,1391.0,0,0,Synthetic,Safe zone,27.759643950404538,89.07231117809555
50.5,68.1,105.7,24.4,848.0,3,0,Arunachal Pradesh,Tawang,27.586,91.88
23.1,60.2,84.7,17.3,655.0,0,0,Synthetic,Safe zone,25.859209882605548,89.92147867451669
49.6,9.9,14.5,22.0,735.0,0,0,Synthetic,Safe zone,25.549151830285247,90.87328563753248
58.8,52.7,67.6,8.5,368.0,1,0,Mizoram,Lunglei,22.9,92.75
38.6,66.3,97.2,9.3,1296.0,0,0,Synthetic,Safe zone,24.891002615048407,94.1103330965151
29.7,45.2,70.7,10.2,1055.0,0,0,Synthetic,Safe zone,27.93656309978572,89.90358972345803
23.5,48.8,62.0,6.4,739.0,2,0,Manipur,Churachandpur,24.3322,93.6825
50.2,23.5,29.8,21.9,804.0,0,0,Synthetic,Safe zone,27.21365984403236,91.67833695286225
58.1,47.3,54.8,22.7,759.0,0,0,Synthetic,Safe zone,23.708194839864525,89.91614080304852
47.5,8.1,10.0,7.8,690.0,2,0,Meghalaya,East Khasi Hills,25.2838,91.7344
36.6,38.9,48.3,5.6,941.0,0,0,Synthetic,Safe zone,24.868590014411758,92.90800999244028
24.3,5.9,7.2,14.1,621.0,0,0,Synthetic,Safe zone,27.051512776367332,91.26702586515694
41.2,43.6,48.4,15.3,550.0,2,0,Meghalaya,East Khasi Hills,25.5788,91.8933
36.9,11.5,17.2,23.8,82.0,0,0,Synthetic,Safe zone,26.00686381405674,93.58306440373015
31.4,56.2,79.6,23.6,1472.0,0,0,Synthetic,Safe zone,23.211730569993524,91.66962656616204
41.9,14.5,18.4,24.8,74.0,1,0,Assam,Karbi Anglong,26.1,93.2
38.1,59.8,75.4,14.6,1468.0,0,0,Synthetic,Safe zone,25.37438418237852,89.78552787287899
22.1,66.5,81.9,15.1,182.0,0,0,Synthetic,Safe zone,25.118275602753027,94.58063311550075
40.1,68.1,83.8,15.1,1296.0,2,0,Sikkim,Namchi,27.1684,88.551
37.9,23.2,35.4,12.8,820.0,0,0,Synthetic,Safe zone,27.88263533207573,90.11889976853519
32.1,7.0,9.1,9.0,1036.0,0,0,Synthetic,Safe zone,23.90660729382926,93.04887651443522
30.5,28.1,35.8,19.3,726.0,3,0,Arunachal Pradesh,Tawang,27.586,91.88
34.5,60.4,83.7,9.3,1355.0,0,0,Synthetic,Safe zone,24.713251480168203,89.23387626522393
39.8,13.1,15.9,19.9,240.0,0,0,Synthetic,Safe zone,27.03472112177018,94.62144372878572
44.3,51.2,74.5,24.9,545.0,1,0,Mizoram,Lunglei,22.9,92.75
26.5,38.7,53.0,8.6,939.0,0,0,Synthetic,Safe zone,23.07062366738412,94.56601041472533
30.6,7.6,8.7,9.8,447.0,0,0,Synthetic,Safe zone,23.164049997488643,90.67612887316237
27.7,29.6,38.3,11.8,525.0,2,0,Manipur,Churachandpur,24.3322,93.6825
23.6,6.6,8.0,20.1,1487.0,0,0,Synthetic,Safe zone,27.642630875286645,92.02531613322661
41.3,25.4,37.8,20.3,1274.0,0,0,Synthetic,Safe zone,27.47752288598442,91.60609548935177
50.7,57.4,72.0,23.6,187.0,2,0,Meghalaya,East Khasi Hills,25.2838,91.7344
59.8,55.1,63.1,18.1,100.0,0,0,Synthetic,Safe zone,26.850934747220915,93.79533752995434
44.1,60.7,69.7,10.5,651.0,0,0,Synthetic,Safe zone,23.212289764140493,91.689296525427
30.6,30.5,40.1,22.6,442.0,2,0,Meghalaya,East Khasi Hills,25.5788,91.8933
55.7,32.7,41.3,15.1,656.0,0,0,Synthetic,Safe zone,24.28686156527573,92.0160759487764
26.1,27.9,38.5,13.3,1245.0,0,0,Synthetic,Safe zone,24.283608807675833,94.81862947298606
51.4,67.9,103.1,7.8,813.0,1,0,Assam,Karbi Anglong,26.1,93.2
26.8,58.2,81.0,10.3,1398.0,0,0,Synthetic,Safe zone,23.575930266571305,92.38317442082788
48.8,8.8,12.3,21.3,148.0,0,0,Synthetic,Safe zone,25.561214855533137,90.55134306889244
46.5,12.7,19.9,22.9,320.0,2,0,Sikkim,Namchi,27.1684,88.551
32.9,43.2,63.0,13.9,277.0,0,0,Synthetic,Safe zone,23.52075746901436,94.99859202148606
38.2,61.7,82.8,23.4,177.0,0,0,Synthetic,Safe zone,23.570095956672755,94.57779312634534
57.9,25.5,32.5,14.0,653.0,3,0,Arunachal Pradesh,Tawang,27.586,91.88
27.6,63.4,77.8,19.1,147.0,0,0,Synthetic,Safe zone,23.193756657642147,92.92238283546152
33.6,47.6,54.6,24.0,1135.0,0,0,Synthetic,Safe zone,27.381336165128996,89.81882332426707
32.8,28.9,39.6,10.9,138.0,1,0,Mizoram,Lunglei,22.9,92.75
34.8,21.5,27.9,8.9,430.0,0,0,Synthetic,Safe zone,26.134761702161345,91.32892300746839
33.8,39.7,59.0,12.6,902.0,0,0,Synthetic,Safe zone,27.83101312684088,92.1318806847083
56.4,56.6,63.9,13.6,1063.0,2,0,Manipur,Churachandpur,24.3322,93.6825
59.5,34.8,39.9,16.2,234.0,0,0,Synthetic,Safe zone,26.75759780139697,92.04606198477067
48.9,61.5,87.0,17.2,1144.0,0,0,Synthetic,Safe zone,27.212275007263337,94.21432271766201
21.5,41.2,49.7,22.2,990.0,2,0,Meghalaya,East Khasi Hills,25.2838,91.7344
36.8,17.2,21.9,19.1,346.0,0,0,Synthetic,Safe zone,23.467914726691863,94.3281725493653
50.6,18.0,22.4,24.4,1077.0,0,0,Synthetic,Safe zone,26.052610021069125,90.84577091254478
32.0,7.6,11.1,5.9,57.0,2,0,Meghalaya,East Khasi Hills,25.5788,91.8933
49.2,66.7,98.6,14.4,755.0,0,0,Synthetic,Safe zone,25.180682113245528,90.947862002662
40.9,33.0,46.2,23.0,1493.0,0,0,Synthetic,Safe zone,23.393716449414587,91.30810083596805
27.2,27.9,34.7,8.5,1158.0,1,0,Assam,Karbi Anglong,26.1,93.2
39.9,64.8,72.3,6.3,635.0,0,0,Synthetic,Safe zone,23.401386602020185,90.576377578489
59.4,18.6,22.3,16.5,772.0,0,0,Synthetic,Safe zone,25.902191486014225,91.26041166925128
53.1,14.0,18.4,18.8,1309.0,2,0,Sikkim,Namchi,27.1684,88.551
34.8,41.9,47.5,8.4,150.0,0,0,Synthetic,Safe zone,26.63940445999261,90.72835981233284
48.9,9.3,14.3,21.7,179.0,0,0,Synthetic,Safe zone,23.118782532285934,89.33773287789195
54.1,20.3,27.8,13.5,1204.0,3,0,Arunachal Pradesh,Tawang,27.586,91.88
